priority,merchant_sku,product_name,source_product_url,image_source_url,source_type,identity_match,review_status,downloaded_at,normalized_file,mime,width,height,bytes,sha256,notes
180,ARD-4491,معطر حياتي فلورنس 200 مل / لطافه,https://www.islamicplace.com/products/hayaati-florence-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd9.jpg?v=1758231625,reputable_retailer,YES,APPROVED,2026-08-05T13:12:19.178233Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4491.webp,image/webp,1200,1200,86410,3527CC40256F8F324EF5C58B276D1B8BBF77D7EDE327E0BBD227CF3D95BC89D2,Hayaati Florence 200ml
184,ARD-4566,معطر قائد الفرسان 200 مل,https://www.islamicplace.com/products/qaed-al-fursan-perfumed-deodorant-spray-200-ml-by-lattafa,https://cdn.shopify.com/s/files/1/0515/5601/files/pfd21_5c9e6d0e-bb44-4149-bbd2-5b3bf866958d.jpg?v=1758231473,reputable_retailer,YES,APPROVED,2026-08-05T13:12:20.978155Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4566.webp,image/webp,1200,1200,73754,1551E97A7775A4EBB13AB059F4D1CD888C47F4F3B380B7EC99611B58959F0DE9,Qaed Al Fursan 200ml
185,ARD-4567,معطر جسم ماهر اسود 200 مل,https://beautyhouse.com/products/lattafa-maahir-black-edition-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01o2eygrau.png?v=1746046553,reputable_retailer,YES,APPROVED,2026-08-05T13:12:23.573564Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4567.webp,image/webp,1200,1200,26364,D001250701F46D62E2E94F7AA3288CF9544791B7725EF0D0F07764E545BBFC4B,Maahir Black deo 200ml
188,ARD-4705,معطر اجود بينك 200 مل,https://wholesale.intenseoud.com/products/ajwad-pink-to-pink-deodorant-200ml-6-8-oz-by-lattafa,https://cdn.shopify.com/s/files/1/0279/3770/2023/files/5_c0cb56f3-5a23-489c-86b7-86401786efd1.webp?v=1761244099,reputable_retailer,YES,APPROVED,2026-08-05T13:12:24.237700Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4705.webp,image/webp,1200,1200,37748,B6E3A8484B3CAE588713FA6D53E2E1147E2A10046F1A93DFE330E1F6569B9E84,Ajwad Pink deo 200ml
190,ARD-4707,معطر انغام 200 مل,https://beautyhouse.com/products/lattafa-angham-perfumed-deodorant-spray-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01wqdtag6p.png?v=1765296517,reputable_retailer,YES,APPROVED,2026-08-05T13:12:24.789126Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4707.webp,image/webp,1200,1200,38114,F4E5C0C6358FD45D6172436B4E0A85145E431CA806F0F703F5DC6292F89CE50C,Angham deo 200ml
191,ARD-2969,معطر جو اميرة العرب / اصداف,https://beautyhouse.com/products/asdaaf-ameerat-al-arab-air-freshener,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/02qdj9ztc8.png?v=1751482812,reputable_retailer,YES,APPROVED,2026-08-05T13:12:25.435441Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2969.webp,image/webp,1200,1200,49338,B1BE812D4D312BE42AEE3DDBF2AD3B5517126EF7EF2D421A43DE518DC08156DA,Ameerat Al Arab AF 300ml
192,ARD-1436,عطر بيور دزاير ذهبي,https://beautyhouse.com/products/rave-pure-desire-gold-eau-de-parfum-for-women,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/032zfkdnsc.png?v=1723948948,reputable_retailer,YES,APPROVED,2026-08-05T13:12:26.497160Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1436.webp,image/webp,1200,1200,178034,43D72DC442431B4054450C518FA0777F4DDF8DC181FF0BBB62681F560E214366,RAVE Pure Desire Gold
193,ARD-3963,عطر ناو ابيض 100 مل,https://beautyhouse.com/products/rave-now-white-eau-de-parfum-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/03rjbmi5yz.png?v=1771607013,reputable_retailer,YES,APPROVED,2026-08-05T13:12:29.284834Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3963.webp,image/webp,1200,1200,49604,A3DAF6091F9F10939B3918FA241575705D4BA64E6BBF90BDCE39E87DA9EE65B9,RAVE Now White
194,ARD-4470,عطر رايج 100 مل,https://beautyhouse.com/products/rave-rage-eau-de-parfum-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01rheih1f1.png?v=1755214796,reputable_retailer,YES,APPROVED,2026-08-05T13:12:29.892927Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4470.webp,image/webp,1200,1200,48748,E6BCE89A81A54AA68060CC3C4E964F70B325A6B250EE6CE7959F0F96B474F63B,RAVE Rage
195,ARD-4475,عطر ناردو ريد 100 مل,https://beautyhouse.com/products/rave-nardo-red-eau-de-parfum-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/02npmohyqa.png?v=1777588304,reputable_retailer,YES,APPROVED,2026-08-05T13:12:30.830080Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4475.webp,image/webp,1200,1200,31290,36288F7ED647234A3B363AA2932E5D45884DB1E008B2AE5727B0F9E5753FF2E2,RAVE Nardo Red
196,ARD-4618,عطر راف نوت بارفيت 100 مل,https://beautyhouse.com/products/rave-nuit-parfaite-eau-de-parfum-for-everyone,https://cdn.shopify.com/s/files/1/0580/7420/2293/files/01vbcaqlah.png?v=1761936941,reputable_retailer,YES,APPROVED,2026-08-05T13:12:31.665539Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4618.webp,image/webp,1200,1200,89144,86EEAC9D40A29E3ACDAA24A7BE6BDE925A06285EEB1382350EBD1974A9402CDA,RAVE Nuit Parfaite
197,ARD-1924,عطر شيخ الشيوخ 30 مل,https://www.intenseoud.com/products/sheikh-al-shuyukh-edp-30ml-by-lattafa,http://www.intenseoud.com/cdn/shop/files/25_d9713fe5-bfb0-40cf-ad76-1186d74da096.png?v=1774589065,reputable_retailer,YES,APPROVED,2026-08-05T13:26:46.610111Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-1924.webp,image/webp,1200,1200,137374,106E00B1BF3EB3262B9E6B51E467D428380645EC5D0096FCAB5A5FAD58A9767C,sheikh-al-shuyukh-edp-30ml-by-lattafa
198,ARD-2633,عطر للصبايا 25 مل زيتي,https://www.khanelkhaliliusa.com/products/lil-sabaya-attar,https://cdn.shopify.com/s/files/1/1574/3729/files/s-l1600_bcab4460-1f69-427b-be9d-06678c64f784.jpg?v=1690470298,specialty_retailer,YES,APPROVED,2026-08-05T13:30:16.827421Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2633.webp,image/webp,1200,1200,118420,9A27056B9756D23DD0324416D74D870C3221324F29263A3837C9A306B4B316D3,Lil Sabaya 25ml oil
199,ARD-2636,عطر نجدية 25 مل زيتي,https://tripletraders.com/products/najdia-pure-concentrated-perfume-oil-by-lattafa-25ml-0-85-oz,https://cdn.shopify.com/s/files/1/0014/6590/9313/files/Najdia-Pure-Concentrated-Perfume-Oil-By-Lattafa-25ml-0.85-Oz.jpg?v=1691086978,specialty_retailer,YES,APPROVED,2026-08-05T13:30:17.613316Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2636.webp,image/webp,1200,1200,174130,7F7DAB765FB7BB17B6825C43CC5AC57B7F7DCF3626F0BAC3D12EC9D7A337B280,Najdia 25ml oil
200,ARD-2637,عطر شيخ الشيوخ لوكس 25 مل زيتي,https://www.khanelkhaliliusa.com/products/sheikh-al-shuyukh-luxe-attar,https://cdn.shopify.com/s/files/1/1574/3729/files/s-l1200_16758390-1d61-4c89-9db4-98c64971ef80.webp?v=1690470535,specialty_retailer,YES,APPROVED,2026-08-05T13:30:18.371086Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2637.webp,image/webp,1200,1200,263116,91361A25F9D731E8C9B0CC17898CC88E7347E7AB7A94A160D0154595E6588E12,Sheikh Al Shuyukh Luxe 25ml oil
201,ARD-2638,عطر وشوشة 25 مل زيتي,https://www.khanelkhaliliusa.com/products/washwashah-attar,https://cdn.shopify.com/s/files/1/1574/3729/files/s-l1200_13fb35e7-8e52-43eb-9dec-0094ee5add2b.webp?v=1690470600,specialty_retailer,YES,APPROVED,2026-08-05T13:30:18.984888Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2638.webp,image/webp,1200,1200,154856,F0564237CFCDDAB5EFE4A518BBB9AAE57DCC5E7C22E718164E3D37E4D82FA9FB,Washwashah 25ml oil
202,ARD-2639,عطر سر الخلود بني 25 مل زيتي,https://tripletraders.com/products/ser-al-khulood-attar-concentrated-perfume-oil-by-lattafa-25ml-0-85-fl-oz,https://cdn.shopify.com/s/files/1/0014/6590/9313/files/lattafa-ser-al-khulood-attar-conentrated-oil-25ml-product-images-orv3v210tdo-p600184481-0-202304051658.webp?v=1752254726,specialty_retailer,YES,APPROVED,2026-08-05T13:30:19.566355Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2639.webp,image/webp,1200,1200,113432,5013A2A00AADFCF419CA4246BAF298A62588FD3E8809D6E5D5BBBEE52F13455A,Ser Al Khulood 25ml oil
204,ARD-4482,عطر زيتي يارا 20 مل,https://arabicparfums.com/products/yara-concentrated-perfume-oil-20ml-lattafa,https://cdn.shopify.com/s/files/1/0815/8848/6483/files/yara-arabic-oil-lattafa-20ml.jpg?v=1771077537,specialty_retailer,YES,APPROVED,2026-08-05T13:30:20.122415Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4482.webp,image/webp,1200,1200,82508,2C1E63DB977E916B88F0C895FCA887BD63E07D8BEE0709E1ECE5419A23D7CE38,Yara 20ml oil
205,ARD-4483,عطر زيتي يارا توس 20 مل,https://www.intenseoud.com/products/yara-tous-concentrated-perfume-oil-20ml-0-68-oz-by-lattafa-exotic-fruits-meet-soft-florals-warm-sensuality,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/1_336aac51-d3a4-4414-891e-273c0fd68511.webp?v=1774790282,specialty_retailer,YES,APPROVED,2026-08-05T13:30:20.800787Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4483.webp,image/webp,1200,1200,128526,8ED6589B57D0B5754BB8710D565974D5195FE292451DEC0EBD33F8C4EF754178,Yara Tous 20ml oil
206,ARD-4484,عطر زيتي يارا كاندي 20 مل,https://www.intenseoud.com/products/yara-candy-concentrated-perfume-oil-20ml-0-68-oz-by-lattafa-sweet-fruity-playfully-irresistible,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/1_ddf7ff5f-4e3f-48d2-9d53-7a22b379c25a.webp?v=1774790097,specialty_retailer,YES,APPROVED,2026-08-05T13:30:21.463195Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4484.webp,image/webp,1200,1200,119800,51CF01745B51D05F94F6E52EFEAA8B37BEB1B46D87C75C7316AD848156D15BA7,Yara Candy 20ml oil
207,ARD-4485,عطر زيتي يارا موي 20 مل,https://www.intenseoud.com/products/yara-moi-concentrated-perfume-oil-20ml-0-68oz-by-lattafa-graceful-confident-amp-captivating,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/1_345d8e9a-d288-45f6-84c8-797eda27b4ca.webp?v=1774790063,specialty_retailer,YES,APPROVED,2026-08-05T13:30:22.043927Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4485.webp,image/webp,1200,1200,83420,87026CB1D8D5B7C985B4371ED8B5455BC25E770774EF1AEBA10F775737C59D5A,Yara Moi 20ml oil
208,ARD-2623,بخور عود معطر النادر,https://bhandarperfume.ae/product/oud-mattar-al-nadir/,https://bhandarperfume.ae/wp-content/uploads/2022/07/Al-Nadir.png,specialty_retailer,YES,APPROVED,2026-08-05T13:30:24.325422Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2623.webp,image/webp,600,600,49846,AED1148D6B2F1FDCE54B56D69C268B57F2A5ABC72C56EF0EBAD4946B1BDB24EA,Al Nadir bakhoor
211,ARD-2790,معطر جو لطافة جديد رائد لوكس,https://tripletraders.com/products/raed-luxe-air-freshener-by-lattafa-300-ml,http://tripletraders.com/cdn/shop/products/63707b91b778cedf3a1c8ab2_b38b86f0-8d62-40e0-839e-09c965a5ce93_1200x1200.png?v=1704300051,reputable_retailer,YES,APPROVED,2026-08-05T13:24:50.080597Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2790.webp,image/webp,1200,1200,76992,BB28F85A4192CB2F507D25183470E4BBE3EAC54F9831E3D06FDBF7F6F9DC15DF,body/af raed-luxe-air-freshener-by-lattafa-300-ml
212,ARD-2792,معطر جو لطافة جديد قائد,https://alharamperfumes.co.uk/products/qaaed-air-freshener-300ml-by-lattafa-1,https://cdn.shopify.com/s/files/1/0782/8527/5424/products/qaaed.jpg?v=1688241448,specialty_retailer,YES,APPROVED,2026-08-05T13:30:24.736791Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2792.webp,image/webp,1200,1200,19810,B3CF501431F2666124A216D760938BEB71FE34AF4900A474AC5C814151FD486B,Qaaed AF 300ml exact
213,ARD-2794,معطر جو لطافة جديد انا الابيض,https://tripletraders.com/products/ana-abiyedh-i-am-white-air-freshener-by-lattafa-300ml,http://tripletraders.com/cdn/shop/products/ana-abiyedh-i-am-white-air-freshener-lattafa-300ml_1200x1200.jpg?v=1679072994,reputable_retailer,YES,APPROVED,2026-08-05T13:24:35.623316Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2794.webp,image/webp,1200,1200,99924,DB5AFE1D520B6D790FCEEED0F09BB7AAD5208783A236B816F4546FDB1EF41F50,body/af ana-abiyedh-i-am-white-air-freshener-by-lattafa-300ml
214,ARD-2798,معطر جو لطافة جديد رمز لطافة ذهبي,https://tripletraders.com/products/ramz-gold-lattafa-air-freshener-by-lattafa-300-ml,http://tripletraders.com/cdn/shop/files/ramzgoldlattafaairfreshener01_1200x1200.png?v=1703276643,reputable_retailer,YES,APPROVED,2026-08-05T13:24:37.218253Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2798.webp,image/webp,1200,1200,29894,8D9F6F6E33EB582425E816B08CDF4FFF441C60F64950697FBDF2F072A20716D1,body/af ramz-gold-lattafa-air-freshener-by-lattafa-300-ml
215,ARD-4293,معطر جو خمرة 300 مل,https://tripletraders.com/products/khamrah-air-freshener-by-lattafa-300-ml,http://tripletraders.com/cdn/shop/files/khamrah01_1200x1200.png?v=1762893241,reputable_retailer,YES,APPROVED,2026-08-05T13:24:38.489808Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4293.webp,image/webp,1200,1200,27734,D752467D1760519D12686E208125A5454AFAA836F74C7A2A906FA9A76E7AAB9C,body/af khamrah-air-freshener-by-lattafa-300-ml
216,ARD-4295,معطر جو عود مود 300 مل,https://tripletraders.com/products/oud-mood-oud-air-freshener-by-lattafa-300ml,http://tripletraders.com/cdn/shop/products/oud-mood-air-freshener-by-lattafa-300ml_1200x1200.jpg?v=1679325871,reputable_retailer,YES,APPROVED,2026-08-05T13:24:40.324208Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4295.webp,image/webp,1200,1200,129790,EE6E23A599A2045B228424A4A0E40B97002795F8C54C8EB08B88369707BDEE37,body/af oud-mood-oud-air-freshener-by-lattafa-300ml
217,ARD-4296,معطر جو اسد 300 مل,https://beautyhouse.com/products/lattafa-asad-air-freshener,http://beautyhouse.com/cdn/shop/files/02aszhy1xn.png?v=1747948376&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:42.502944Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4296.webp,image/webp,1200,1200,44926,15BCB916DBA295274FB62045072454AC4E0B70F8F2155F9CE1B9A817306CA9A0,body/af lattafa-asad-air-freshener
218,ARD-4297,معطر جو اجود 300 مل,https://beautyhouse.com/products/lattafa-ajwad-air-freshener,http://beautyhouse.com/cdn/shop/files/01uh1r6tqk.png?v=1747955054&width=2048,reputable_retailer,YES,APPROVED,2026-08-05T13:24:45.593291Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4297.webp,image/webp,1200,1200,53000,F8AA449DE17DC33863C9609BA5CB3642597E67E5D219D8949626C833DDBCFF75,body/af lattafa-ajwad-air-freshener
219,ARD-4298,معطر جو لطافة جديد بديع العود اميثست,https://tripletraders.com/products/amethyst-air-freshener-by-lattafa-300ml,http://tripletraders.com/cdn/shop/products/63707a81b778ce38991c6e84_cf641120-fd26-4f9b-8610-2f46b248720b_1200x1200.png?v=1689817851,reputable_retailer,YES,APPROVED,2026-08-05T13:24:47.331535Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4298.webp,image/webp,1200,1200,156768,4E5C7763433E4343ADDF001C7E490A949112243F00692D7E79A786A8CC2608ED,body/af amethyst-air-freshener-by-lattafa-300ml
220,ARD-4299,معطر جو لطافة جديد بديع العود سبليم,https://tripletraders.com/products/badee-al-oud-sublime-air-freshener-by-lattafa-300-ml,http://tripletraders.com/cdn/shop/files/02cclztx7e_1200x1200.jpg?v=1762892298,reputable_retailer,YES,APPROVED,2026-08-05T13:24:48.452698Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4299.webp,image/webp,1200,1200,67422,8DCD25ADE61B96D244764D188D0EA0B2D3C2D326461CB7EEB5CAB9929292AE82,body/af badee-al-oud-sublime-air-freshener-by-lattafa-300-ml
